l1Pt,l1Eta,l1Phi,l1E,l2Pt,l2Eta,l2Phi,l2E
45.22539,-2.81971,1.89192,380.60828,31.67352,-2.15549,-1.38704,138.53888
34.88345,-2.19176,2.85485,158.06804,40.22580,-1.17250,0.44559,71.19279
17.67183,3.84105,1.71154,411.71530,20.59998,1.02617,-0.85516,32.43191
47.89299,-0.35701,-1.72687,50.97766,33.53010,-0.71696,1.47400,42.52340
21.16169,-2.74381,-2.62749,165.17154,68.44393,-2.73617,0.70149,530.18921
42.28884,1.54163,-0.07301,103.31699,41.92109,1.65594,-2.87973,113.79307
42.64196,1.97741,0.74449,156.97401,36.73895,2.33743,-2.39922,191.98256
41.36955,-2.38987,-0.76897,227.60982,37.28770,-1.95587,2.41624,134.45065
9.42241,-1.41134,-0.68567,20.47150,17.98039,2.21336,1.29151,83.21110
24.87401,-2.13396,0.95301,106.54266,22.88927,-0.14517,-2.29379,23.13087
28.84669,0.38813,-0.34393,31.04694,25.41610,-1.45748,2.81548,57.54151
44.04578,-0.30403,0.39063,46.09720,77.37758,0.07016,-1.09064,77.56812
31.12420,0.55798,2.60713,36.09640,29.68771,-0.95437,-0.27167,44.26567
50.02123,-2.47672,0.16456,299.78110,29.10668,-1.30678,-2.07131,57.70309
36.41007,1.52165,-1.93154,87.35031,27.28173,0.06615,1.27676,27.34145
26.14241,-1.30432,-0.30674,51.71674,22.39502,-3.54836,2.79446,389.50729
31.73796,0.54269,1.64625,36.52750,43.44849,-0.35053,-1.22118,46.14521
34.69398,-0.23447,-2.83264,35.65202,37.08484,-1.24612,0.47368,69.80201
30.88842,-1.97800,-0.72062,113.77141,39.35764,-2.94297,2.56052,374.38690
27.21522,1.19934,-0.54243,49.25015,25.43972,-0.75531,2.68427,33.04796
31.44081,-0.80468,-1.97922,42.18122,46.57168,-1.63289,1.79451,123.74158
53.27617,-2.04153,2.52942,208.63483,31.19586,-3.02479,-1.72729,321.91306
27.17409,-3.54311,-2.13443,470.15695,52.00013,-4.26000,0.78138,1841.43030
30.63920,-2.56484,0.71498,200.31087,31.09332,-4.22575,-1.80849,1064.02490
31.28283,-0.88322,2.84654,44.29841,31.28459,-2.29391,0.01510,156.65033
44.33620,-2.38338,-2.13501,242.38065,33.90760,-1.59745,1.61331,87.19051
103.42399,-1.81871,2.73159,327.13626,26.34550,-0.80906,-2.33708,35.44882
44.52250,-1.33996,-1.31456,90.84225,20.68456,0.66743,-2.98052,25.46530
46.11102,3.43195,1.55163,714.00922,35.49261,3.94620,-1.83853,918.50848
42.39388,-3.81612,-2.32329,963.39636,37.98358,-3.19373,0.82094,463.78241
54.53309,-3.54883,-1.11826,948.91016,20.86230,-2.29586,2.15106,104.66282
41.07664,1.17977,1.41420,73.13625,26.29941,-0.23675,-1.59258,27.03993
27.76178,1.67761,0.23646,76.89386,28.30788,3.50716,3.10540,472.50778
26.21191,-0.75329,2.73307,34.00726,52.73544,0.05333,-0.08250,52.81044
18.11690,-0.92705,-3.10358,26.47576,30.35058,-3.35333,1.21012,434.51022
109.37260,-0.41479,-2.48879,118.91709,10.45487,1.07201,1.81659,17.06004
22.44790,-2.52053,-1.50969,140.47398,20.72933,0.00964,1.85504,20.73029
22.99175,-3.30331,-2.74292,313.13797,12.63639,-0.28712,0.96272,13.16085
55.53180,-1.00738,2.91910,86.17418,34.49530,-0.29294,-1.33889,35.98598
31.67311,-1.19326,1.17294,57.02810,34.18998,-2.57386,-2.28193,225.52699
41.82201,-0.76442,0.72895,54.64785,43.04261,-0.69053,-2.37899,53.71907
7.94387,1.49882,1.84475,18.66737,50.81618,-1.14361,-1.45961,87.82944
41.86024,-3.14542,-3.06337,487.09436,31.38326,-4.17993,0.28011,1025.86157
41.61314,0.90924,-2.60544,60.03239,39.31020,0.57977,0.94195,46.10413
12.54426,0.90060,-0.24943,17.98473,14.43564,4.41714,2.56751,598.14978
33.54782,3.72343,-1.89058,694.94958,27.95652,5.16124,1.51418,2437.61743
33.42178,-1.34342,1.45159,68.39907,38.36117,-2.11968,-1.84350,162.04799
13.35926,-4.45003,-0.28248,572.04858,14.47373,-0.98803,2.95123,22.13212
47.31182,-3.96578,-2.70619,1248.56409,31.98490,-3.36005,0.57384,460.98825
44.93466,-0.18906,0.26547,45.74014,35.44989,0.04651,-3.04478,35.48825
35.89403,-0.05768,1.92028,35.95375,40.59012,-1.19821,-0.22710,73.38547
5.93861,-2.29206,-0.88151,29.68218,16.29752,1.89968,2.69523,55.68346
26.76714,0.69958,2.72360,33.58879,24.30163,2.70308,-0.06989,182.17285
34.19215,-2.21036,0.36471,157.77452,34.05293,-3.36031,-2.82945,490.92279
21.32823,-3.37648,1.59279,312.47632,27.78716,-1.17618,-1.17218,49.32811
41.03703,-1.28061,0.97974,79.54447,43.85353,-1.47542,-2.13247,100.89715
26.46968,-0.97992,-1.68638,40.22856,25.87252,-2.85311,1.81401,225.08096
28.51559,-1.70094,-2.25267,80.72206,32.14502,-3.32560,1.01145,447.64630
56.30186,-1.13303,2.40332,96.47650,48.42733,-1.87803,0.91373,162.07344
24.65755,1.26731,0.74343,47.25478,53.96462,2.16443,-1.94847,238.10361
47.97725,-2.65365,-2.86819,342.46564,33.35241,-2.85643,0.47989,291.11407
29.85387,-2.27384,2.92617,146.57642,42.84909,-3.31614,0.11798,591.10425
27.75111,-3.59039,-3.12461,503.34467,26.33458,-1.62056,-0.35292,69.17723
25.00570,2.00835,2.50791,94.83720,26.02788,-0.02088,-0.25795,26.03355
25.50954,1.10024,-2.81950,42.57121,22.33452,-1.09696,0.85952,37.17492
34.62204,3.99814,-0.77888,943.70782,26.39170,2.43980,2.48569,152.51682
39.77067,3.52986,0.96253,679.05646,40.90199,3.61527,-2.19656,760.54004
43.05985,1.66357,-0.11455,117.71632,35.17142,1.05195,2.64312,56.49390
21.37006,0.62631,-2.70994,25.70016,23.53251,2.83539,0.58341,201.15237
38.15816,-3.69246,2.98367,766.37433,38.69902,-3.46415,-0.24554,618.80945
40.75849,-2.68033,-0.06588,298.72775,53.61587,-1.96451,3.05765,194.93701
38.88046,2.28599,-0.76707,193.17877,27.22355,0.94536,2.63285,40.32182
30.43370,-1.55967,0.35379,75.58887,35.03802,-2.89998,-2.76180,319.35144
37.70049,3.37122,2.24577,549.45245,38.28990,2.82081,-0.90504,322.59122
39.13469,-0.28605,-2.43330,40.74669,30.99251,-1.56774,0.03301,77.54823
22.16857,-2.81216,1.53358,185.17256,26.80664,-0.54173,-2.50483,30.83726
5.39453,-1.34852,-2.45856,11.08941,3.82754,4.36611,0.63787,150.70792
49.50094,3.31108,-0.89296,679.43323,47.56672,2.64792,2.16525,337.61545
26.09127,-4.35112,2.71712,1012.05890,22.10677,-2.20717,-0.28727,101.69088
43.46947,2.10463,0.31684,180.96255,34.31437,2.77345,-2.97460,275.82364
15.95694,0.70379,-0.43030,20.07468,126.35901,0.22310,1.67294,129.51685
18.60020,-2.26819,0.10957,90.81935,18.93414,-5.22754,1.09334,1764.08838
4.32784,5.72319,2.02496,661.90637,10.62107,0.76592,-0.13256,13.89172
25.20256,2.08411,1.19276,102.84945,44.57138,0.78330,-2.45220,58.95874
20.66693,2.51290,-2.37296,128.35887,26.10893,0.17777,0.41621,26.52256
22.28913,-1.91001,-0.17592,76.91109,50.44392,-2.91125,2.60451,464.94702
15.15340,1.29162,1.05764,29.65131,23.83643,-1.47034,-1.64431,54.59195
26.93531,-0.33073,-1.62212,28.42194,28.31832,1.98651,-1.27747,105.16305
39.41690,0.27177,-0.61900,40.88150,25.11502,1.94347,1.68095,89.48631
40.37606,-0.24226,1.24104,41.56668,37.99040,-0.40104,-2.01887,41.08657
31.95459,-0.60105,2.16796,37.90250,25.60591,1.15894,-1.65620,44.81521
27.81458,-2.93484,-0.16776,262.45209,78.26608,-3.63353,1.58226,1482.07336
30.66107,2.11330,0.00238,128.71994,43.83108,1.06277,2.52015,71.00385
45.51789,-2.32558,-1.89466,235.10825,13.94079,-0.21666,0.93219,14.26927
16.27330,-4.60667,-1.10983,814.97131,10.44242,-1.02339,1.89024,16.40495
36.92039,3.15700,2.10124,434.59897,44.49190,3.37410,-1.11213,650.29962
27.94240,1.17448,-2.21342,49.53412,47.90918,0.30482,1.02038,50.15219
42.20616,-1.42925,-1.46221,93.17159,38.28732,-1.58972,1.84297,97.75482
33.83530,3.06834,1.18807,364.62009,30.53438,4.49251,-2.22747,1364.22192
30.92399,0.85706,2.65015,42.99398,39.74414,-0.21627,-0.97474,40.67723
36.74400,1.85701,-1.18064,120.53339,23.88267,3.45992,2.00448,380.28238
25.35304,1.35132,2.32823,52.24538,11.13029,4.39860,-1.24018,452.72192
32.16710,-3.07356,1.26634,348.45099,51.96490,-3.08440,-2.25657,569.01978
13.44826,-1.38462,0.65022,28.53548,20.04081,1.70368,-2.30058,56.87700
37.64328,4.09720,-1.12382,1132.84497,35.23011,3.08736,2.38550,386.90985
30.66897,-0.22785,-0.28533,31.46853,36.38570,1.09425,-2.93145,60.43180
37.82299,4.70610,-2.32632,2092.15869,42.44557,4.68941,0.88716,2308.99829
13.34793,-0.06449,-1.86720,13.37569,10.82930,3.77309,-1.91553,235.73946
61.29617,1.06131,-0.21695,99.18198,30.21846,0.46063,1.96911,33.48144
29.41920,3.54275,-0.00048,508.81586,28.27904,5.11447,3.08893,2353.07666
32.62943,-1.77849,-2.68156,99.35362,47.43792,-1.27166,0.05081,91.25032
14.60000,2.28784,-2.89847,72.67236,27.86834,4.86927,-0.53139,1814.69763
9.58926,1.32051,0.11589,19.23767,12.15958,-2.67107,-2.42048,88.30630
17.29283,-2.06932,-3.02154,69.56654,13.37776,1.17905,-0.05515,23.80482
12.79036,-0.32907,1.24900,13.48917,7.98259,-4.46006,-1.82658,345.26419
39.20588,2.39683,-0.60320,217.18700,41.24878,1.92417,2.65687,144.27638
43.85361,0.71049,0.78005,55.39563,26.28946,2.07924,3.09810,106.77962
11.83992,5.95549,-1.97124,2284.33228,18.07049,2.50822,1.38847,111.71538
22.86288,2.25974,1.53622,110.71337,27.64010,0.15249,-1.94948,27.96209
22.91607,-4.01202,2.92379,633.36047,31.51409,-1.98140,-0.29891,116.45653
40.32666,2.38284,-2.09445,220.34315,37.35993,1.88678,1.10563,126.08272
27.96950,-2.61512,-0.07711,192.17899,27.97564,-4.43916,-2.84727,1184.98193
34.56435,3.64512,2.70925,662.13855,30.85134,2.35923,-0.73949,164.70517
25.12189,-1.49720,0.51064,58.94743,35.25493,0.26083,2.67131,36.46098
46.93221,-2.47839,-1.76046,281.73187,92.73887,-1.89964,-0.61876,316.84622
20.24575,2.43496,3.01709,116.44263,16.85141,5.29042,-0.06832,1671.92871
28.83628,-3.07620,1.42001,313.18991,34.86809,-4.66338,-1.67882,1848.06360
33.79156,-3.91964,0.16171,851.58521,40.73866,-3.67733,-3.08829,805.93121
30.58474,-3.71288,1.82576,626.92786,37.42860,-2.44766,-1.20964,217.97945
39.83255,1.82352,1.00364,126.56913,37.70318,1.23624,-1.72824,70.37498
24.30414,1.63016,0.95803,64.41321,26.87364,3.63911,-2.14443,511.72946
42.98098,2.16266,-2.04862,189.31491,39.50705,2.85812,0.24109,345.41394
9.37507,1.16530,-0.83323,16.49417,9.98982,5.37445,2.46541,1078.03394
63.05956,-1.37091,-2.38477,132.19812,29.49397,-2.78123,2.69301,238.91428
52.56701,-3.28732,-0.11720,704.61877,31.58365,-3.15666,-2.99505,371.65433
38.95463,-1.32161,2.59257,78.22409,38.71061,-0.76649,-0.56718,50.64973
15.77143,-1.94721,2.02033,56.39677,10.02555,1.70204,-1.33879,28.40955
50.04953,-2.11954,-0.45694,211.39496,32.11524,-1.79201,2.75000,99.04506
36.45186,-2.03909,1.99625,142.41341,46.01820,-2.15704,-1.02182,201.58615
38.76058,0.60077,-0.65324,45.96832,41.77512,0.77093,2.45808,54.81644
34.18520,-1.98762,-0.15880,127.08598,27.37786,-0.46418,2.95939,30.38065
18.04795,-0.01642,-0.01013,18.05039,20.31761,-2.84538,-1.64453,175.40480
38.28566,0.33142,-0.37810,40.40765,45.58107,0.74446,-3.05630,58.80618
31.02089,1.68745,1.37545,86.71404,40.20532,0.66248,-1.94586,49.35536
20.36914,1.97518,1.58068,74.82265,30.13440,4.15390,-2.05144,959.74652
26.65306,-0.12667,-2.76606,26.86717,28.16342,1.80220,0.08690,87.69947
21.22953,-0.46354,2.18034,23.55145,14.44134,-3.41007,-0.93901,218.79021
72.70248,-1.33708,2.88235,147.96825,25.01746,-0.26064,1.09603,25.87204
33.73740,-3.23195,-0.36918,427.93530,36.22620,-4.33029,2.94031,1376.21887
5.80244,-0.24491,-3.12358,5.97733,21.25548,-4.25440,-2.31321,748.50146
35.69869,-1.59629,1.65483,91.69810,18.82640,0.31393,-1.95481,19.76175
41.05696,-0.94923,-0.83435,60.98500,139.04201,-1.93986,-1.11268,493.70261
6.22472,-0.24757,-0.88430,6.41646,75.74135,-2.99187,-0.81495,756.39453
19.59894,0.25729,2.77632,20.25122,22.91556,2.74517,-0.24703,179.10272
36.81797,2.75651,1.15668,291.01556,39.38136,3.88408,-2.13654,957.80676
19.06812,3.43098,-1.53341,294.97757,33.63292,1.32262,1.87969,67.59647
36.15739,-1.75689,-0.28445,107.87507,16.35282,0.38848,2.57787,17.60236
26.09929,-2.71807,2.85987,198.57738,36.50988,-4.23571,-0.07177,1261.87073
45.02044,-3.07593,1.63703,488.83551,35.54934,-3.40918,-1.32820,538.10431
32.92770,-1.02545,-0.67373,51.81147,14.29551,1.83993,-1.40199,46.13823
47.78224,-3.18079,1.53074,575.95172,35.54787,-2.81488,-2.02415,297.73248
7.67236,-0.13461,-2.14525,7.74198,10.19448,-4.50006,1.95024,458.92419
29.42489,0.68861,-1.61295,36.68142,46.10995,2.04854,2.40361,181.79900
66.38411,2.77466,-2.94921,534.24664,24.78152,2.30201,0.48012,125.07629
15.13979,4.07421,2.69982,445.26984,29.96516,1.74214,-0.56504,88.16798
28.80569,-2.45900,1.67476,169.64655,55.88356,-2.67383,-1.26067,406.95544
5.93362,-3.33707,1.53650,83.58175,15.05060,0.94334,-2.59936,22.25891
21.72942,1.42762,-1.44742,47.89880,23.55740,3.84189,1.95263,549.29724
43.97049,-2.62746,1.46909,305.83362,37.14822,-2.84387,-1.85245,320.22345
16.58344,0.08694,1.06748,16.64615,80.23521,1.52490,2.84467,193.05890
38.11798,-3.99534,-2.60163,1036.09412,41.99963,-3.96519,0.54992,1107.72375
32.78131,-3.77445,-0.68932,714.57819,49.46767,-3.36879,1.81894,719.20886
23.07074,-1.37467,-2.66042,48.52573,17.13864,-4.07696,1.55801,505.44266
8.07517,-4.13473,-0.57835,252.30273,10.04887,0.25799,1.86462,10.38513
14.85453,-5.22084,2.10921,1374.75085,20.54407,-2.31465,-0.70816,104.98176
26.18480,0.03503,-2.08097,26.20086,44.75022,1.28409,0.97115,87.00083
18.69658,-0.96544,3.04022,28.10806,18.65830,1.87085,-0.14445,62.01825
33.82674,1.92080,1.86516,117.93485,27.29025,3.34684,-1.54788,388.17664
36.08491,-3.19022,1.56618,439.06216,37.32091,-2.39303,-1.42247,205.97269
9.17417,-1.25444,-1.48937,17.39012,21.87431,-4.66254,3.04365,1158.40430
59.36070,2.21880,2.20502,276.17596,34.56096,3.50646,1.01642,576.47797
31.35665,0.30691,-0.57791,32.84505,54.54582,0.13064,2.04774,55.01193
19.28979,-0.08810,-1.00053,19.36470,19.29767,-2.81233,2.07811,161.21910
38.70979,4.33212,-0.06346,1473.26648,39.04436,4.72731,3.06042,2206.00513
41.67953,1.83186,2.71696,133.49077,28.85740,0.70065,-0.73739,36.23511
28.54760,-1.89211,1.95740,96.83477,32.92539,-3.13924,-1.31143,380.77487
71.29563,-1.76998,-2.57163,215.35014,22.09144,-1.16797,0.53056,38.95229
23.14784,2.77535,-0.87574,186.41554,44.19104,1.32868,2.69985,89.28510
44.01797,2.70201,0.89143,329.62143,44.27545,2.55723,-2.12392,287.29443
24.61835,2.90210,1.09975,224.85555,30.80867,4.84421,-2.83543,1956.50916
38.57400,-1.37026,0.74038,80.82075,29.46621,-2.26251,-2.60700,143.07678
37.87238,-1.35055,-1.58823,77.99176,43.98084,-1.50822,1.61189,104.23382
13.54559,-0.29992,0.31977,14.15940,8.77206,-4.26218,-2.48719,311.31516
52.77833,-3.29617,2.39975,713.72113,27.63943,-4.12466,-0.29143,854.92755
34.61348,1.18627,0.85819,61.96178,39.69850,0.31505,-2.00977,41.68499
35.37803,1.17720,-1.86723,62.85625,42.39601,1.78448,1.46021,129.82494
41.64852,3.11956,2.46209,472.30566,36.07615,3.82426,-0.66832,826.51764
62.33455,1.28379,2.94194,121.15641,22.47230,-0.35671,1.72571,23.91720
93.42514,0.52570,-1.45554,106.63486,35.07154,0.45798,0.25995,38.81438
33.53393,1.21332,-0.08660,61.39821,31.22844,2.60923,3.12919,213.32384
11.36276,2.09879,3.08044,47.03536,37.11995,4.71218,-0.57654,2065.78247
26.02876,0.47554,0.76161,29.02767,24.64872,2.55205,-2.41717,159.12311
50.31104,2.04472,0.20182,197.63187,34.75603,1.70935,2.98983,99.16499
35.87202,2.86748,-1.11397,316.56165,39.22662,3.58475,2.01692,707.49451
34.65819,3.01944,0.11857,355.74442,26.48480,4.60761,-2.92433,1327.60535
10.94162,1.26495,-2.09990,20.92684,37.46371,-1.59049,-2.88239,95.71959
89.62415,-1.09898,-0.38474,149.41730,20.13805,-2.46296,0.91705,119.06254
30.20675,1.09426,-3.00656,50.16964,28.86909,-0.44391,0.19419,31.76048
37.03798,-0.87952,2.22719,52.31105,38.62563,-0.19423,-0.76884,39.35649
28.10608,-2.80516,0.03482,233.14342,25.97816,-0.94250,3.12306,38.39638
30.94506,-3.43649,0.38108,481.34958,52.53784,-3.47206,-2.50418,846.75757
26.13603,3.50444,-0.90890,435.07294,22.86933,1.29029,2.11235,44.69850
45.76761,-0.43672,-2.13792,50.20186,17.59506,1.40210,0.21728,37.91576
53.06973,3.11561,-0.28063,599.46252,23.42565,1.95916,-2.76103,84.73492
46.48121,-0.89782,-1.63162,66.50787,29.76965,-1.68367,1.48613,82.92307
47.31420,1.11530,0.11218,79.92053,40.30859,0.90104,2.45146,57.80862
33.83203,-2.11038,2.55886,141.63034,44.87785,-2.11252,-0.63113,188.26157
36.77933,3.11298,-2.00944,414.36285,47.59806,3.71487,2.11059,977.60480
18.18303,-2.15910,1.74887,79.81255,20.51840,-0.15067,-1.40918,20.75173
30.08551,1.56875,-2.19328,75.34822,42.00793,2.63463,0.82133,294.26312
10.24561,5.61454,2.11062,1405.65283,14.16482,1.87606,-1.00008,47.31715
36.54823,3.21446,-2.44928,455.57520,37.11777,3.93714,0.67429,951.90771
49.34163,-2.80801,-1.49275,410.45297,33.44497,-2.65246,1.33775,238.45335
33.08708,-3.71769,1.38057,681.48895,40.00017,-2.85310,-1.72011,347.98273
26.07236,2.51757,1.73705,162.68001,21.44580,0.08245,-2.35289,21.51873
29.25581,2.72062,-2.13244,223.15753,31.00104,1.93308,0.54626,109.36314
17.18196,-1.91923,-2.68097,59.81419,29.62907,-4.26321,0.44412,1052.59460
41.49480,-3.53218,0.05252,710.13562,38.69154,-3.42966,-3.02887,597.75867
37.97786,-1.83249,-1.02243,121.70877,37.48879,-2.43811,2.30045,216.28610
35.47115,-0.95877,-1.49856,53.06221,45.04861,-0.96473,1.49175,67.68943
35.04041,2.90783,-0.42038,321.87357,24.29784,1.22723,2.33446,45.01011
9.44460,1.12383,0.23291,16.06356,5.70415,-3.22639,-2.59235,71.95297
15.02707,1.54970,-1.90879,36.98451,14.15157,4.92613,1.31769,975.41644
45.10653,-2.02985,-2.64563,174.65852,36.43678,-1.65918,0.71766,99.20419
41.19244,-0.98131,-2.59502,62.66976,37.44830,-1.41818,0.44023,81.85768
12.42416,-2.24559,0.60033,59.33670,5.13545,-6.87181,2.18032,2477.07178
32.34278,-0.28415,-0.86867,33.65731,35.80646,-1.32687,1.89253,72.23100
29.98480,2.21590,-3.11596,139.10976,46.61069,1.43285,-0.05315,103.22490
64.30280,-1.95660,-2.79447,232.02184,25.53658,-2.02926,0.04691,98.82529
22.34591,0.14094,3.05439,22.56821,49.78761,-1.95037,3.08017,178.57643
63.68093,-3.70833,-2.85421,1299.41235,45.23707,-2.34253,3.11068,237.57695
76.79462,1.76690,0.45230,231.28729,26.93828,2.23548,2.44900,127.39018
38.66213,2.12545,1.47137,164.23730,39.63297,2.60749,-1.71327,270.27109
40.31730,-1.37394,1.51733,84.74721,37.05132,-1.28133,-1.78560,71.86259
25.43157,1.91167,0.18800,87.89445,5.18209,5.92304,-2.01076,967.88214
28.70131,-1.80670,-1.14583,89.75649,29.87185,-0.06536,2.06573,29.93569
44.33429,2.05740,-2.88058,176.30414,31.57389,3.19986,-0.05709,387.88211
29.42964,-1.44659,-1.73795,65.98100,42.19353,-2.60097,1.42444,285.88235
36.83443,-0.03924,-0.44994,36.86278,35.91647,-0.97533,2.65411,54.39740
27.78932,-0.00837,-1.67077,27.79029,37.35057,-1.13604,1.74103,64.15898
22.33749,-1.47353,0.97423,51.30634,21.17522,1.03637,-2.49127,33.60184
32.08564,0.74145,-2.37467,41.31669,37.50591,-0.48418,0.85954,41.98866
14.84804,-0.71525,-2.48966,18.81076,22.96361,-3.60328,1.85612,421.90756
26.41239,-2.72697,-2.41491,202.74084,22.00587,-4.86778,0.81749,1430.82239
33.21660,-3.01162,-1.32121,338.30301,22.49363,-1.03912,2.64616,35.77052
39.42810,1.03221,-0.81204,62.36508,32.79553,1.95604,2.40676,118.27155
43.76848,1.04945,1.40670,70.16565,40.31506,1.66665,-1.50245,110.52982
34.38396,-0.67429,2.13614,42.50139,41.02337,-1.60342,-1.08525,106.07005
45.13024,2.32984,0.27733,234.08263,36.87270,1.99044,-2.72823,137.45042
21.40321,-1.52878,1.93859,51.68166,15.72930,1.30076,-1.52171,31.02136
17.85406,-2.15962,-1.88758,78.40810,11.56140,-5.55852,2.61443,1499.75281
41.56640,4.04979,1.23539,1193.01099,38.29627,3.75510,-1.75092,818.81238
36.95864,2.28719,2.41785,183.84671,29.12011,0.93245,-0.48912,42.72371
8.80550,-1.06403,0.76211,14.27853,3.05242,-6.56232,-1.91051,1080.42212
43.30211,1.40196,0.59110,93.30006,17.04273,3.29192,-2.88916,229.49533
44.59704,-1.33630,-2.81283,90.70471,41.94609,-1.39098,-0.44956,89.50458
42.81822,-2.77017,1.58074,343.05856,39.10307,-3.11979,-1.77580,443.54333
30.39421,1.35219,-2.22554,62.68145,46.24044,1.63828,1.08389,123.47645
19.89847,0.10644,2.78469,20.01129,29.03875,2.65096,-2.85632,206.72913
25.27070,-1.77184,2.20222,76.46523,39.63867,-3.19086,-0.93393,482.61212
41.86131,-2.26707,1.71893,204.17258,36.39961,-1.41195,-1.91774,79.12570
35.59377,-0.07209,-1.47006,35.68631,13.27051,-2.47803,2.61735,79.63405
36.51241,-4.26312,-0.31874,1297.01807,36.85836,-3.41850,2.86607,563.12634
37.78233,0.85351,2.15410,52.40016,32.84052,1.81869,-1.15318,103.87484
29.58557,3.49985,2.67947,490.24365,58.58329,3.41897,-0.85467,895.46832
30.86188,1.02930,-2.26063,48.70571,21.02105,-0.85273,0.90344,29.13827
19.65156,-2.92968,-2.71090,184.47995,23.44253,-0.46824,0.28612,26.05971
27.34546,2.99674,2.92200,274.41220,21.82392,5.14600,-0.08762,1874.10828
38.16416,3.12987,1.21887,437.25986,38.63248,3.96040,-1.95277,1014.04718
38.79998,1.30375,2.71079,76.71878,40.38360,1.57467,-0.64227,101.69052
37.97971,-3.30746,-0.32235,519.41577,39.85139,-3.86392,2.65622,949.91528
40.65894,-2.89238,0.73753,367.79214,38.96457,-3.41733,-2.41335,594.61267
19.91468,-1.99527,-1.93712,74.58220,80.64501,-0.71824,2.65889,102.35564
38.23695,1.50251,-0.02460,90.15374,43.88894,1.70318,3.12734,124.50111
42.01231,-3.36136,2.83107,606.30212,33.17969,-4.29967,0.10467,1222.49573
20.54438,1.84746,-2.14687,66.78253,19.88601,4.45989,1.03983,859.96167
39.18869,2.46315,-1.59673,231.74014,37.15164,2.60140,1.48915,251.82689
36.76107,-0.39714,0.67120,39.69834,29.07776,-1.74727,-2.03264,85.97115
35.70905,-3.45790,-1.12060,567.44562,45.14623,-3.77517,1.94980,984.81677
36.45194,0.71392,0.75395,46.14260,33.86078,1.63746,-2.49179,90.34987
11.79843,-0.23716,-2.90647,12.13177,17.86652,3.02334,-0.20032,184.10161
39.91619,-0.60703,2.10182,47.49916,7.31147,2.49955,-0.54253,44.81598
15.73216,-3.75430,-0.31681,336.09918,20.86278,-0.85892,-2.70456,29.04345
31.93624,0.60718,1.19264,38.00620,33.48732,1.80213,-1.95030,104.27101
39.09603,1.29862,0.70606,76.96345,39.40483,2.03681,-2.79425,153.61110
4.00668,5.40066,-1.65279,443.85443,12.83193,0.57103,2.03245,14.98151
38.28150,0.97505,-2.22095,57.96712,42.94665,1.33938,0.84482,87.58300
20.69155,-1.76532,2.96424,62.22538,71.87100,-0.38854,1.31056,77.36450
16.01799,1.74349,0.52394,47.19033,94.73393,3.22273,-0.87851,1190.62952
32.34775,1.28318,3.12065,62.83939,45.57369,1.75967,-0.09111,136.32521
16.10004,1.83628,-0.82959,51.78222,26.32506,4.41631,1.86926,1089.88586
36.17468,1.37255,-2.64956,75.94603,36.81244,0.42984,0.18015,40.26585
66.83842,-1.01496,-2.91316,104.32412,20.64489,-1.58688,0.18503,52.57251
31.44970,2.06956,0.12681,126.54735,48.66772,1.74272,-2.78329,143.27496
36.06535,-3.39451,3.11116,537.97711,43.98686,-3.65772,-0.28041,853.31763
34.80000,0.70896,-0.30699,43.91809,31.97937,1.92465,2.96130,111.90701
